Title,Authors,Subjects,Bookshelves,Read online (web)
"Historical Record of the Fifth Regiment of Foot, or Northumberland Fusiliers
Containing an Account of the Formation of the Regiment in 1674, and of Its Subsequent Services to 1837","Cannon, Richard",Great Britain. Army. Northumberland Fusiliers ; Great Britain. Army -- History ; UA,Browsing: History - British; Browsing: History - Warfare,https://www.gutenberg.org/ebooks/55437.html.images
"Camps, Quarters, and Casual Places","Forbes, Archibald","Military camps ; Military history, Modern ; D",Browsing: History - General; Browsing: History - Warfare,https://www.gutenberg.org/ebooks/9460.html.images
Luthers Glaube: Briefe an einen Freund,"Huch, Ricarda","BR ; Luther, Martin, 1483-1546 -- Criticism and interpretation",DE Prosa; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/39430.html.images
The Die Varieties of the Nesbitt Series of United States Envelopes,"Berthold, Victor Maximilian",Postage stamps -- United States ; HE,Browsing: Culture/Civilization/Society; Browsing: Other,https://www.gutenberg.org/ebooks/40002.html.images
"The Knights of the White Shield
Up-the-Ladder Club Series, Round One Play","Rand, Edward A. (Edward Augustus)",Play -- Juvenile fiction ; Orphans -- Juvenile fiction ; African Americans -- Juvenile fiction ; Friendship -- Juvenile fiction ; PZ ; Children -- Conduct of life -- Juvenile fiction ; Boys -- Societies and clubs -- Juvenile fiction ; Conduct of life -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/14903.html.images
"Spain, v. 1 (of 2)","De Amicis, Edmondo",DP ; Spain -- Description and travel,Browsing: History - General; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/49962.html.images
"The Rocket: The Story of the Stephensons, Father and Son","Knight, Helen C. (Helen Cross)","Railroads -- Great Britain -- History -- Juvenile fiction ; Stephenson, Robert, 1803-1859 -- Juvenile fiction ; Fathers and sons -- Juvenile fiction ; PZ ; Children -- Conduct of life -- Juvenile fiction ; Stephenson, George, 1781-1848 -- Juvenile fiction ; Christian life -- Juvenile fiction ; Inventors -- Great Britain -- Juvenile fiction ; Locomotives -- History -- Juvenile fiction ; Conduct of life -- Juvenile fiction",Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/50119.html.images
Names: and Their Meaning; A Book for the Curious,"Wagner, Leopold",AG ; Names,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Other,https://www.gutenberg.org/ebooks/52930.html.images
Dolly and Molly and the Farmer Man,"Gordon, Elizabeth",Twins -- Juvenile fiction ; PZ ; Hay -- Harvesting -- Juvenile fiction ; Farmers -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/50862.html.images
La Fiammetta,"Boccaccio, Giovanni",Fiction ; PQ,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/10006.html.images
The Nibelungs,"Schmidt, Ferdinand",Nibelungenlied -- Adaptations ; PZ,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/73227.html.images
Uusi Odysseus: Kuvaus napaseudulta,"London, Jack",Klondike River Valley (Yukon) -- Fiction ; Arctic regions -- Fiction ; PS,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,https://www.gutenberg.org/ebooks/55184.html.images
Modern bookbindings: Their design and decoration,"Prideaux, S. T. (Sarah Treverbian)",Bookbinding ; Z,Browsing: Art & Photography; Browsing: Encyclopedias/Dictionaries/Reference,https://www.gutenberg.org/ebooks/68786.html.images
"Buzz a Buzz; Or, The Bees","Busch, Wilhelm","Bees -- Caricatures and cartoons ; Bees -- Juvenile poetry ; Wit and humor, Pictorial ; PT ; Children's poetry ; PZ",Browsing: Children & Young Adult Reading; Browsing: Humour; Browsing: Poetry,https://www.gutenberg.org/ebooks/38902.html.images
కత్తుల వంతెన,"Ramamohan Rao, Mahidhara",Fiction ; PL,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/43220.html.images
"Pincher Martin, O.D.: A Story of the Inner Life of the Royal Navy","Dorling, H. Taprell (Henry Taprell)","Great Britain. Royal Navy -- Fiction ; Sea stories ; World War, 1914-1918 -- Naval operations -- Fiction ; PR",Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/41774.html.images
Library of the World's Best Mystery and Detective Stories,,Detective and mystery stories ; PN,Opera; Classical Antiquity; Short Stories; Browsing: Crime/Mystery; Browsing: Literature,https://www.gutenberg.org/ebooks/12758.html.images
Natalika,"Hearn, Lafcadio",Legends ; Short stories ; PS ; Tales,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/71070.html.images
"The American Missionary — Volume 32, No. 10, October, 1878",Various,Congregational churches -- Missions -- Periodicals ; BV ; Home missions -- Periodicals,The American Missionary; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal; Browsing: Teaching & Education,https://www.gutenberg.org/ebooks/53377.html.images
"Eugene Field, a Study in Heredity and Contradictions — Volume 1","Thompson, Slason","Field, Eugene, 1850-1895 ; PS ; Journalists -- United States -- Biography ; Poets, American -- 19th century -- Biography",Biographies; Browsing: Biographies; Browsing: Literature,https://www.gutenberg.org/ebooks/12984.html.images
Maailman sydän,"Haggard, H. Rider (Henry Rider)",Adventure stories ; Fantasy fiction ; PR,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/66020.html.images
Harriet Martineau,"Miller, Florence Fenwick","Women and literature -- England -- History -- 19th century ; Women social reformers -- Great Britain -- Biography ; Authors, English -- 19th century -- Biography ; Martineau, Harriet, 1802-1876 ; PR",Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature,https://www.gutenberg.org/ebooks/36965.html.images
Equation for Time,"Winterbotham, R. R. (Russell Robert)",Short stories ; Surgeons -- Fiction ; Science fiction ; Interstellar travel -- Fiction ; Time travel -- Fiction ; PS ; Physicists -- Fiction,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/64799.html.images
A Question,"Ebers, Georg",Historical fiction ; German fiction -- Translations into English ; PT,Browsing: History - General; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/5588.html.images
Horace Chase,"Woolson, Constance Fenimore",Didactic fiction ; PS ; United States -- Social life and customs -- 19th century -- Fiction ; Men -- United States -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/39067.html.images
Six little Bunkers at Uncle Fred's,"Hope, Laura Lee",Uncles -- Juvenile fiction ; PZ ; Siblings -- Juvenile fiction ; Domestic fiction,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/20326.html.images
"Report of the Lords Commissioners for Trade and Plantations on the Petition of the Honourable Thomas Walpole, Benjamin Franklin, John Sargent, and Samuel Wharton, Esquires, and their Associates
1772",Great Britain. Board of Trade,"F516 ; Walpole, Thomas, 1727-1803 ; Ohio River Valley -- History -- To 1795",Browsing: History - American; Browsing: History - General,https://www.gutenberg.org/ebooks/26900.html.images
"Parisiana
Obras Completas, Vol. V","Darío, Rubén",Nicaraguan literature ; PQ,Browsing: Culture/Civilization/Society; Browsing: Literature,https://www.gutenberg.org/ebooks/53930.html.images
"Blown to Bits: The Lonely Man of Rakata, the Malay Archipelago","Ballantyne, R. M. (Robert Michael)",Islands -- Juvenile fiction ; PZ ; Murder -- Juvenile fiction ; Pirates -- Juvenile fiction ; Krakatoa (Indonesia) -- Juvenile fiction ; Hunting -- Juvenile fiction ; Malay Archipelago -- Juvenile fiction ; Natural history -- Juvenile fiction ; Hermits -- Juvenile fiction ; Canoes and canoeing -- Juvenile fiction ; Friendship -- Juvenile fiction ; Adventure and adventurers -- Juvenile fiction ; Conduct of life -- Juvenile fiction,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/23371.html.images
"Alchemy: Ancient and Modern
Being a Brief Account of the Alchemistic Doctrines, and Their Relations, to Mysticism on the One Hand, and to Recent Discoveries in Physical Science on the Other Hand; Together with Some Particulars Regarding the Lives and Teachings of the Most Noted Alchemists","Redgrove, H. Stanley (Herbert Stanley)",QD ; Alchemy -- History,Browsing: History - General; Browsing: Science - General,https://www.gutenberg.org/ebooks/43240.html.images
The Sign of the Stranger,"Le Queux, William",Love stories ; Fiction ; Detective and mystery stories ; PR,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/41089.html.images
Valkoisia öitä,"Dostoyevsky, Fyodor",Russian fiction -- Translations into Finnish ; PG,Browsing: Literature; Browsing: Russian Interest,https://www.gutenberg.org/ebooks/27319.html.images
Reise eines Erdbewohners in den Mars,"Geiger, Carl Ignaz","Space flight to Mars -- Fiction ; PT ; Voyages, Imaginary -- Fiction",Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/47547.html.images
Individualisme en socialisme,"Wilde, Oscar",HX ; Socialism,Browsing: Politics; Browsing: Sociology,https://www.gutenberg.org/ebooks/11739.html.images
"An Introductorie for to Lerne to Read, To Pronounce, and to Speke French Trewly","Du Wés, Giles",PC ; French language -- Textbooks for foreign speakers -- English ; French language -- Grammar -- Early works to 1800,Browsing: Language & Communication; Browsing: Teaching & Education,https://www.gutenberg.org/ebooks/29068.html.images
"Primitive culture, vol. 1 (of 2)","Tylor, Edward B. (Edward Burnett)",Prehistoric peoples ; Social evolution ; Religion ; Mythology ; Language and languages ; Civilization -- History ; Ethnology ; Animism ; GN,Browsing: Culture/Civilization/Society; Browsing: Religion/Spirituality/Paranormal; Browsing: Sociology,https://www.gutenberg.org/ebooks/70458.html.images
"Captain Cook's Journal During His First Voyage Round the World
Made in H. M. Bark ""Endeavour"", 1768-71","Cook, James",G ; Voyages around the world -- Early works to 1800 ; Oceania -- Discovery and exploration -- Early works to 1800,Browsing: History - General; Browsing: Travel & Geography,
"School, Church, and Home Games","Draper, George Orrin",GV ; Games,Browsing: Culture/Civilization/Society; Browsing: Sports/Hobbies/Motoring; Browsing: Teaching & Education,https://www.gutenberg.org/ebooks/16599.html.images
A handbook of laboratory glass-blowing,"Bolas, Bernard D. (Bernard Dell)",Glass blowing and working ; TP,Technology; Manufacturing; Chemistry; Browsing: Computers & Technology; Browsing: Engineering & Construction; Browsing: Science - Chemistry/Biochemistry/Physics,https://www.gutenberg.org/ebooks/32962.html.images
A Boy's Will,"Frost, Robert",American poetry -- 20th century ; PS,Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/3021.html.images
"Afloat on the Ohio
An Historical Pilgrimage of a Thousand Miles in a Skiff, from Redstone to Cairo","Thwaites, Reuben Gold","Thwaites, Reuben Gold, 1853-1913 -- Travel -- Ohio River ; Ohio River -- Description and travel ; Skiffs -- Ohio River -- History -- 19th century ; F516 ; Ohio River Valley -- Social life and customs",Travel; Browsing: History - American; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/29306.html.images
Oliver Wendell Holmes (from Literary Friends and Acquaintance),"Howells, William Dean","Howells, William Dean, 1837-1920 -- Friends and associates ; American literature -- 19th century -- History and criticism ; Authors, American -- 19th century -- Biography ; Holmes, Oliver Wendell, 1841-1935 ; PS",Browsing: Biographies; Browsing: History - American; Browsing: Literature,https://www.gutenberg.org/ebooks/3395.html.images
Viva Mexico!,"Flandrau, Charles Macomb","Mexico -- Social life and customs ; Flandrau, Charles Macomb, 1871-1938 -- Travel ; F1201 ; Mexico -- Description and travel",Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/72552.html.images
Max Havelaar,Multatuli,Dutch -- Indonesia -- Fiction ; Java (Indonesia) -- Fiction ; Culture conflict -- Fiction ; PT ; Coffee industry -- Fiction ; Colonies -- Oceania -- Fiction ; Persona (Literature),DE Prosa; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/31527.html.images
Killing for Sport: Essays by Various Writers,,SK ; Hunting -- Moral and ethical aspects ; Animal welfare ; Hunting -- Religious aspects,Browsing: Culture/Civilization/Society; Browsing: Environmental Issues,https://www.gutenberg.org/ebooks/49097.html.images
Ranson's Folly,"Davis, Richard Harding",Fiction ; PS ; Short stories,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/5643.html.images
Contemporary American Novelists (1900-1920),"Van Doren, Carl","PS ; Novelists, American -- 20th century -- Biography ; American fiction -- 20th century -- History and criticism",Browsing: Biographies; Browsing: History - American; Browsing: Literature,https://www.gutenberg.org/ebooks/12563.html.images
"Clovis, Tome 2 (of 2)","Kurth, Godefroid","Clovis, King of the Franks, approximately 466-511 ; France -- History -- To 987 ; DC ; France -- Kings and rulers -- Biography",Browsing: Biographies; Browsing: History - European,https://www.gutenberg.org/ebooks/71686.html.images
My Home in the Alps,"Le Blond, Aubrey, Mrs.",DQ ; Mountaineering ; Alps -- Description and travel,Browsing: History - European; Browsing: History - General; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/66527.html.images
"The War in South Africa, Its Cause and Conduct","Doyle, Arthur Conan","South African War, 1899-1902 ; South African War, 1899-1902 -- Causes ; DT",Boer War; Browsing: History - General; Browsing: History - Warfare; Browsing: Politics,https://www.gutenberg.org/ebooks/24951.html.images
"Morley Ernstein; or, the Tenants of the Heart","James, G. P. R. (George Payne Rainsford)",Fiction ; PR,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/51251.html.images
"The Posthumous Works of Thomas De Quincey, Vol. 2","De Quincey, Thomas",English essays ; PR,Browsing: Language & Communication; Browsing: Literature,https://www.gutenberg.org/ebooks/25940.html.images
The judging of the priestess,"Bond, Nelson S.",Science fiction ; Apocalyptic fiction ; Sex role -- Fiction ; United States -- Fiction ; Regression (Civilization) -- Fiction ; PS ; War stories,Browsing: Culture/Civilization/Society; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/74025.html.images
"The Atlantic Monthly, Volume 09, No. 51, January, 1862
A Magazine of Literature, Art, and Politics",Various,AP ; American periodicals,The Atlantic Monthly; Browsing: Art & Photography; Browsing: Literature; Browsing: Politics,https://www.gutenberg.org/ebooks/13924.html.images
The Blue Goose,"Nason, Frank Lewis",Love stories ; Mines and mineral resources -- Colorado -- Fiction ; Miners -- Fiction ; PS ; Strikes and lockouts -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/31485.html.images
